filename,objective_power,mpp_x,equiv_mag,category,level_count,level0_width,level0_height
TCGA-AA-3516-01Z-00-DX1.0a9d9207-6dc2-44b9-89ea-16418430c484.svs,20,0.2325,43.01075268817204,40x+,4,48384,137984
TCGA-AA-3530-01Z-00-DX1.298325a7-f5f8-4b5e-b3da-dd9dab6e4820.svs,20,0.2325,43.01075268817204,40x+,4,61184,122112
TCGA-AA-3544-01Z-00-DX1.96850cbf-2305-4b65-8f06-db801af51cc3.svs,20,0.2325,43.01075268817204,40x+,4,44800,126208
TCGA-AA-3548-01Z-00-DX1.41949ab5-79f2-4729-9d54-c0fca1daf124.svs,20,0.2325,43.01075268817204,40x+,4,44800,100096
TCGA-AA-3560-01Z-00-DX1.7ca786bd-777e-4b33-8778-fc5e2b061ff1.svs,20,0.2325,43.01075268817204,40x+,3,47360,39680
TCGA-AA-3664-01Z-00-DX1.bd07e7ef-0acb-43d8-a4f6-15b3442d2ed5.svs,20,0.2325,43.01075268817204,40x+,4,96512,143104
TCGA-AA-3666-01Z-00-DX1.fe976853-fbde-46e8-b915-3c98440c9315.svs,20,0.2325,43.01075268817204,40x+,4,73984,170752
TCGA-AA-3667-01Z-00-DX1.28dc3612-1c43-4727-a134-698cc4315dc3.svs,20,0.2325,43.01075268817204,40x+,4,82688,81664
TCGA-AA-3673-01Z-00-DX1.a80676fa-5481-4b63-9639-dbeb31ae82d8.svs,20,0.2325,43.01075268817204,40x+,3,46336,36608
TCGA-AA-3688-01Z-00-DX1.642ce194-6dc0-4a96-aa79-674f48966df3.svs,20,0.2325,43.01075268817204,40x+,4,66816,101120
TCGA-AA-3833-01Z-00-DX1.d27bd30c-bba2-4621-8157-feb28ba2e241.svs,20,0.2325,43.01075268817204,40x+,4,79616,59136
TCGA-AA-3845-01Z-00-DX1.20682536-a009-4184-a40b-cb889f37ad32.svs,20,0.2325,43.01075268817204,40x+,4,34048,49920
TCGA-AA-3851-01Z-00-DX1.cefbb22e-6b16-41b2-b732-452bf2efe425.svs,20,0.2325,43.01075268817204,40x+,4,48896,117504
TCGA-AA-3855-01Z-00-DX1.f305ce6c-e87c-4e68-b31e-2e6e8b52606f.svs,20,0.2325,43.01075268817204,40x+,4,56576,67840
TCGA-AA-3856-01Z-00-DX1.973974e7-fcfe-4866-bc0c-50645c6c304b.svs,20,0.2325,43.01075268817204,40x+,4,78592,126720
TCGA-AA-3875-01Z-00-DX1.016712a0-4226-4086-857c-3d6d85f186e3.svs,20,0.2325,43.01075268817204,40x+,4,35584,50432
TCGA-AA-3952-01Z-00-DX1.6a51a689-74cb-4204-9f7a-f5e3fc55fb2d.svs,20,0.2325,43.01075268817204,40x+,4,32512,49920
TCGA-AA-3956-01Z-00-DX1.9438cc23-9537-424c-9a70-852919548387.svs,20,0.2325,43.01075268817204,40x+,3,52480,48384
TCGA-AA-3968-01Z-00-DX1.54b76478-a822-49b5-8286-dcbbb2fba2f8.svs,20,0.2325,43.01075268817204,40x+,4,33536,95488
TCGA-AA-3977-01Z-00-DX1.08ffa326-08fd-4215-9bf7-81fcf33b4f5a.svs,20,0.2325,43.01075268817204,40x+,4,34560,57600
TCGA-AA-3986-01Z-00-DX1.db60e495-c0eb-416c-b65b-55ce62ed10b0.svs,20,0.2325,43.01075268817204,40x+,4,86272,126720
TCGA-AA-A00F-01Z-00-DX1.7E748515-2D18-4061-AF9A-E1446E44E7B8.svs,20,0.2325,43.01075268817204,40x+,4,26368,114944
TCGA-AA-A00O-01Z-00-DX1.6787693F-6E3E-479A-A4DE-44186659285F.svs,20,0.2325,43.01075268817204,40x+,3,32512,41728
TCGA-AA-A00Q-01Z-00-DX1.D427F78B-6640-400B-B8F8-B5568B1C4321.svs,20,0.2325,43.01075268817204,40x+,4,63744,98560
TCGA-AA-A00U-01Z-00-DX1.E83A6B38-D472-482F-89D7-FF61FB589371.svs,20,0.2325,43.01075268817204,40x+,3,53504,41728
TCGA-AA-A00Z-01Z-00-DX1.47847702-E46E-40AA-9BA6-2ED1912D1E73.svs,20,0.2325,43.01075268817204,40x+,3,32000,41728
TCGA-AA-A01C-01Z-00-DX1.C69C8FC3-04A2-46B8-8577-7A7F082248CB.svs,20,0.2325,43.01075268817204,40x+,3,55040,32512
TCGA-AA-A01P-01Z-00-DX1.D7AAA4F0-C956-4346-8948-DADACDFB3B69.svs,20,0.2325,43.01075268817204,40x+,4,96512,126720
TCGA-AA-A01V-01Z-00-DX1.1AC200C2-F577-421D-B91F-F0A7251C3D90.svs,20,0.2325,43.01075268817204,40x+,4,94976,118528
TCGA-AA-A022-01Z-00-DX1.2673F279-5DF6-4E71-92B2-A589DD8F583B.svs,20,0.2325,43.01075268817204,40x+,4,58112,88832
TCGA-AC-A23H-01Z-00-DX1.8E0AE339-1047-4CA5-BFC5-37A3B10FD8B5.svs,40,0.2457,40.7000407000407,40x+,3,33864,40776
TCGA-AC-A2B8-01Z-00-DX1.14F3A9B2-1382-436A-B53C-92FC8495AD48.svs,40,0.2462,40.61738424045492,40x+,4,67592,53300
TCGA-AC-A2BM-01Z-00-DX1.162A9FA9-6E61-48BF-B0A5-C6C7640ABD9B.svs,40,0.252,39.682539682539684,40x+,4,88250,54887
TCGA-AC-A3QP-01Z-00-DX1.4B97E53E-1069-40C5-A062-C988663B37DD.svs,40,0.2457,40.7000407000407,40x+,3,45816,42965
TCGA-AC-A3TM-01Z-00-DX1.4421EE37-A2CC-4638-AC44-9C26CB09FDC1.svs,40,0.252,39.682539682539684,40x+,4,100720,79590
TCGA-AC-A3W7-01Z-00-DX1.189BB448-ECBA-4042-8A35-4B787271E8FE.svs,40,0.2457,40.7000407000407,40x+,3,37848,38658
TCGA-AC-A4ZE-01Z-00-DX1.A9BB4DBC-4314-4A77-AA1C-0882DBC370F1.svs,40,0.252,39.682539682539684,40x+,3,25899,27755
TCGA-AC-A62V-01Z-00-DX1.2D8994FD-58B8-43C1-B99D-AA964E7DFD60.svs,40,0.252,39.682539682539684,40x+,3,37410,18719
TCGA-AD-6889-01Z-00-DX1.5269A81E-5391-4875-8F2A-6505BC5BBFD9.svs,40,0.252,39.682539682539684,40x+,4,54677,63488
TCGA-AD-6895-01Z-00-DX1.7FB1FBC6-683B-4285-89D1-A7A20F07A9D4.svs,40,0.252,39.682539682539684,40x+,3,22062,14792
TCGA-AF-3400-01Z-00-DX1.b5c266c7-b465-4478-8058-cdf3f35dff38.svs,40,0.252,39.682539682539684,40x+,4,83454,51298
TCGA-AF-3911-01Z-00-DX1.03cf3e2a-1306-4011-8d42-543efb5d1286.svs,40,0.252,39.682539682539684,40x+,4,139090,34767
TCGA-AF-5654-01Z-00-DX1.2ec3177c-f20b-4c32-9e05-29283bbac185.svs,40,0.252,39.682539682539684,40x+,4,134294,32703
TCGA-AF-6136-01Z-00-DX1.a0e22964-b7b4-43ba-bfa1-11c60f254eb3.svs,40,0.252,39.682539682539684,40x+,4,120865,43240
TCGA-AG-3580-01Z-00-DX1.040f02e8-92c6-46d5-94e1-054dcd44d057.svs,20,0.2325,43.01075268817204,40x+,4,52480,106752
TCGA-AG-3584-01Z-00-DX1.0ebb5f29-445f-48e1-99f2-ac261080e53d.svs,20,0.2325,43.01075268817204,40x+,4,65280,63744
TCGA-AG-3587-01Z-00-DX1.0be1e75e-2c95-406e-bece-b9f5e971be80.svs,20,0.2325,43.01075268817204,40x+,4,51456,64256
TCGA-AG-3726-01Z-00-DX1.3083b6e0-f039-4d39-848e-78143938cf82.svs,20,0.2325,43.01075268817204,40x+,3,40704,28928
TCGA-AG-3894-01Z-00-DX1.8298d187-0f8f-44da-bc51-651a55de4b9e.svs,20,0.2325,43.01075268817204,40x+,3,37120,48384
TCGA-AG-3898-01Z-00-DX1.c71a46ab-8ce8-48a6-8b06-f5f7995efc95.svs,20,0.2325,43.01075268817204,40x+,4,42752,61184
TCGA-AG-4001-01Z-00-DX1.1dbafe58-de6b-47a0-9b47-15c5f9401bef.svs,20,0.2325,43.01075268817204,40x+,4,85248,85248
TCGA-AG-4007-01Z-00-DX1.1344292e-78ad-4db8-b03b-e7ceb0c7027b.svs,20,0.2325,43.01075268817204,40x+,3,53504,40704
TCGA-AG-4008-01Z-00-DX1.2bb4f9eb-8717-4170-98aa-6a28b4242994.svs,20,0.2325,43.01075268817204,40x+,4,52480,71936
TCGA-AG-4021-01Z-00-DX1.6ba4cace-d21a-4615-bb4b-1b68673b15f0.svs,20,0.2325,43.01075268817204,40x+,4,66048,66304
TCGA-AG-A016-01Z-00-DX1.49CE1152-108D-40CC-BDCE-292DFFC77001.svs,20,0.2325,43.01075268817204,40x+,4,44288,117504
TCGA-AG-A01L-01Z-00-DX1.1B54B139-4477-4E67-83D1-E431AA52F5B8.svs,20,0.2325,43.01075268817204,40x+,4,39168,98048
TCGA-AG-A01N-01Z-00-DX1.E2436F26-E5BE-446A-8F90-0867EA07381A.svs,20,0.2325,43.01075268817204,40x+,4,41216,106752
TCGA-AG-A025-01Z-00-DX1.D7F8C795-37A3-4FB5-888F-B81F4DFE94FA.svs,20,0.2325,43.01075268817204,40x+,4,96512,121600
TCGA-AG-A02G-01Z-00-DX1.E9848C07-0DFC-48E7-AA9F-9BF783676468.svs,20,0.2325,43.01075268817204,40x+,4,55552,52992
TCGA-AG-A02N-01Z-00-DX1.3AFD1A23-48FE-44E9-9463-5B82633DDA2B.svs,20,0.2325,43.01075268817204,40x+,4,50432,49408
TCGA-AG-A032-01Z-00-DX1.92DF6C70-9196-4D5A-9197-D03B3D1B5AF5.svs,20,0.2325,43.01075268817204,40x+,4,43776,109824
TCGA-AG-A036-01Z-00-DX1.8D306B77-755A-4FDC-BE9C-C407716FB142.svs,20,0.2325,43.01075268817204,40x+,4,38144,50432
TCGA-AH-6547-01Z-00-DX1.73040c3e-8219-4d21-88f2-613218d32297.svs,40,0.252,39.682539682539684,40x+,3,19184,24398
TCGA-AH-6643-01Z-00-DX1.054a48b8-a5f3-4c9b-bd2e-5d48c55d57af.svs,40,0.252,39.682539682539684,40x+,4,49880,51787
TCGA-AN-A0AS-01Z-00-DX1.51E551E9-E5F4-4C94-9B25-71DA41109E92.svs,40,0.248,40.32258064516129,40x+,3,59023,43937
TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9.svs,40,0.248,40.32258064516129,40x+,4,122807,71603
TCGA-AN-A0FW-01Z-00-DX1.5EEDFC71-6ABE-4189-8C45-2127403A8F04.svs,40,0.248,40.32258064516129,40x+,3,64735,39690
TCGA-AN-A0FZ-01Z-00-DX1.9555AF11-3A0D-4FE3-AE91-09DA77B175CA.svs,40,0.248,40.32258064516129,40x+,3,38079,44871
TCGA-AN-A0G0-01Z-00-DX1.BE0BB5DF-DEDA-48D8-B5D8-2735C767F28F.svs,40,0.248,40.32258064516129,40x+,3,55215,41144
TCGA-AN-A0XL-01Z-00-DX1.E90AA056-51DC-4A6B-96EB-A0B707496912.svs,40,0.2525,39.603960396039604,40x+,4,65736,46019
TCGA-AN-A0XN-01Z-00-DX1.A8EB9F62-236E-4C59-A206-DF0C7654AC30.svs,40,0.2525,39.603960396039604,40x+,4,57768,51149
TCGA-AN-A0XU-01Z-00-DX1.6B0DD0FF-A20D-4BA2-8D48-FC357BA5313F.svs,40,0.2525,39.603960396039604,40x+,4,67728,50202
TCGA-AO-A03L-01Z-00-DX1.DE6561A9-E6B8-4BF0-AAA8-F91C87A66037.svs,20,0.4992,20.032051282051285,20x,3,55775,40767
TCGA-AO-A03P-01Z-00-DX1.D34DA321-D8E3-4D68-BCE2-4A8B72B3D0AE.svs,20,0.4992,20.032051282051285,20x,3,41831,45512
TCGA-AO-A03T-01Z-00-DX1.8B75E203-6DC8-4AC9-A256-6FCB818DA0DD.svs,20,0.4992,20.032051282051285,20x,3,41831,35326
TCGA-AO-A03U-01Z-00-DX1.AE2B55F3-8BA1-4546-82B7-4D2292BE1C78.svs,20,0.4992,20.032051282051285,20x,3,59759,44513
TCGA-AO-A0J4-01Z-00-DX1.2EFC978E-8DF5-4254-9598-C0910B17C5C8.svs,20,0.4992,20.032051282051285,20x,3,53783,32991
TCGA-AO-A0JD-01Z-00-DX1.52E3DCE8-32E3-45C0-AB54-7FA0A2F3F722.svs,20,0.4992,20.032051282051285,20x,3,49799,42564
TCGA-AO-A0JF-01Z-00-DX1.3277D13C-F257-4D4C-AB5C-BEBA2E1A63D8.svs,20,0.4992,20.032051282051285,20x,3,57767,45275
TCGA-AO-A0JJ-01Z-00-DX1.D5B636F5-1B47-4033-9938-9DC8CD48CEE9.svs,20,0.4992,20.032051282051285,20x,3,55775,44667
TCGA-AO-A12B-01Z-00-DX1.B215230B-5FF7-4B0A-9C1E-5F1658534B11.svs,20,0.4992,20.032051282051285,20x,3,63743,42973
TCGA-AO-A1KP-01Z-00-DX1.612442AB-24E2-489B-9838-7CEE82BCD605.svs,20,0.4979,20.08435428800964,20x,3,45938,35350
TCGA-AO-A1KT-01Z-00-DX1.47878910-4359-4795-B0BB-FAC147C8D932.svs,20,0.4979,20.08435428800964,20x,3,47935,39697
TCGA-AQ-A04J-01Z-00-DX1.6A4E16D4-2696-4E5F-BCA8-708556FC3A8C.svs,40,0.248,40.32258064516129,40x+,4,152319,56763
TCGA-AQ-A04L-01Z-00-DX1.F35BF4DD-896A-43C2-8DA6-C67945C003BE.svs,40,0.2505,39.920159680638726,40x+,4,67208,55081
TCGA-AR-A0TP-01Z-00-DX1.58E6A3A6-D1D7-4AE5-87A5-E823F04CBB2F.svs,40,0.2468,40.51863857374392,40x+,4,75208,83190
TCGA-AR-A0TQ-01Z-00-DX1.2BEA298C-6B3D-4133-ADBC-769E62CEFFA0.svs,40,0.2468,40.51863857374392,40x+,4,54264,55796
TCGA-AR-A0TS-01Z-00-DX1.2DB81A2E-16C1-4EE0-8175-65FA46768277.svs,40,0.2468,40.51863857374392,40x+,4,142800,81791
TCGA-AR-A0TU-01Z-00-DX1.2CBBDDAB-C1DD-4205-A555-431542F9C069.svs,40,0.2468,40.51863857374392,40x+,4,136136,60100
TCGA-AR-A0TX-01Z-00-DX1.5BEA4E65-8CEC-49B2-9F29-DBE53E8ED46E.svs,40,0.2468,40.51863857374392,40x+,4,71400,67084
TCGA-AR-A0TZ-01Z-00-DX1.2D58BE38-03F6-4310-8E06-F1A523FB0904.svs,40,0.2468,40.51863857374392,40x+,4,45696,66354
TCGA-AR-A0U2-01Z-00-DX1.03E2ADD9-F20F-44DA-93D1-D10BBD3844A5.svs,40,0.2468,40.51863857374392,40x+,4,128520,67038
TCGA-AR-A1AP-01Z-00-DX1.F163EED5-0385-41AA-BA35-54E4910CD99E.svs,40,0.2468,40.51863857374392,40x+,4,104720,51990
TCGA-AR-A24L-01Z-00-DX1.218A0AE1-D070-4A16-A277-31185F10724D.svs,40,0.2468,40.51863857374392,40x+,4,86632,63078
TCGA-AR-A24R-01Z-00-DX1.47D79205-63E7-43E6-A513-2CD10DFA53C9.svs,40,0.248,40.32258064516129,40x+,4,106623,65505
TCGA-AR-A24X-01Z-00-DX1.304BF142-B01A-4AE9-B98C-FB3DE3BEAE57.svs,40,0.248,40.32258064516129,40x+,3,58071,46228
TCGA-AR-A2LR-01Z-00-DX1.C686A7D6-0361-49EE-B6CA-672B3086243C.svs,40,0.248,40.32258064516129,40x+,4,129471,68015
TCGA-AY-4071-01Z-00-DX1.6C426E14-2DBD-4009-A6B5-B8B7B8F5888C.svs,40,0.252,39.682539682539684,40x+,4,75780,73299
TCGA-AY-A69D-01Z-00-DX1.94582A46-7470-4265-8371-23BC246431EE.svs,40,0.2472,40.45307443365696,40x+,4,134231,37325
TCGA-AZ-4682-01Z-00-DX1.abca2345-ed4a-4f64-af1d-0e60f81b1288.svs,40,0.252,39.682539682539684,40x+,4,111272,76383
TCGA-AZ-6605-01Z-00-DX1.4d634c3e-a1c0-42e1-a4d6-5980eddfa0ca.svs,40,0.252,39.682539682539684,40x+,4,106476,78626
TCGA-B6-A0I2-01Z-00-DX1.885D2034-73B7-48AE-8343-631F89061C38.svs,40,0.2485,40.241448692152915,40x+,4,84267,75920
TCGA-B6-A0I5-01Z-00-DX1.47A30509-4BA0-4BA5-AD9B-F2C2DB701159.svs,40,0.2485,40.241448692152915,40x+,4,116825,78785
TCGA-B6-A0I6-01Z-00-DX1.D597D207-BEB2-4CE5-B315-FE7AD6E9C30B.svs,40,0.2485,40.241448692152915,40x+,4,150341,83689
TCGA-B6-A0I8-01Z-00-DX1.E576652B-C3F6-4A01-83BC-6DD154C75605.svs,40,0.2485,40.241448692152915,40x+,4,149383,90583
TCGA-B6-A0IA-01Z-00-DX1.8A868F0A-6CE2-46A7-AF0C-C5FC5D657D86.svs,40,0.2485,40.241448692152915,40x+,4,129274,93761
TCGA-B6-A0IJ-01Z-00-DX1.BF2E062F-06DA-4CA8-86C4-36674C035CAA.svs,40,0.2485,40.241448692152915,40x+,4,102461,35513
TCGA-B6-A0RG-01Z-00-DX1.C83D21A0-EC61-459C-9776-EA3D91469E72.svs,40,0.2485,40.241448692152915,40x+,4,147468,93657
TCGA-B6-A0RL-01Z-00-DX1.B5B6709B-5F38-4561-A0E7-C78F97B33F22.svs,40,0.2485,40.241448692152915,40x+,4,131189,87121
TCGA-B6-A0RN-01Z-00-DX1.0D02A3FB-D694-4A5B-80C1-CF1469E29BFD.svs,40,0.2505,39.920159680638726,40x+,4,98892,80275
TCGA-B6-A0RV-01Z-00-DX1.C46C2937-868D-47B7-B9B9-E51F5433BE97.svs,40,0.2485,40.241448692152915,40x+,4,119698,91781
TCGA-B6-A0WV-01Z-00-DX1.A8B9E114-A8CF-4389-B47C-2E1B842F7FF9.svs,40,0.2485,40.241448692152915,40x+,4,124486,91239
TCGA-B6-A0WW-01Z-00-DX1.64048633-1D1A-4074-8C50-7641159355DB.svs,40,0.2485,40.241448692152915,40x+,4,118740,81330
TCGA-B6-A0WY-01Z-00-DX1.FA103E02-3BDC-47DC-BA6E-59FCC58866D1.svs,40,0.2485,40.241448692152915,40x+,4,115868,86447
TCGA-B6-A0X1-01Z-00-DX1.2A41630E-A8BF-4966-99F5-D5D8036B1759.svs,40,0.2485,40.241448692152915,40x+,4,198220,93358
TCGA-B6-A2IU-01Z-00-DX1.3C7DF701-4ED9-4989-AA63-A6B7B105F6EE.svs,40,0.2468,40.51863857374392,40x+,4,127568,85794
TCGA-BA-5556-01Z-00-DX1.6941a8fa-2f68-41d8-8661-82601570d901.svs,40,0.2457,40.7000407000407,40x+,4,59760,56166
TCGA-BA-5557-01Z-00-DX1.40be784e-d030-414f-aecf-620c0f8d9be3.svs,40,0.2457,40.7000407000407,40x+,4,123504,42675
TCGA-BA-6873-01Z-00-DX1.F0A84DE2-7A08-44D5-9FD1-A284F55AA8C1.svs,40,0.252,39.682539682539684,40x+,3,56595,39924
TCGA-BA-7269-01Z-00-DX1.A759601F-7513-47C6-B590-4ADAA3484CD9.svs,40,0.2472,40.45307443365696,40x+,4,121855,66659
TCGA-BA-A6DB-01Z-00-DX1.6EC4113A-D48B-4F83-84EF-1A811C67FDFE.svs,40,0.2472,40.45307443365696,40x+,4,107575,92200
TCGA-BA-A6DJ-01Z-00-DX1.F83A347E-4442-4F06-9715-32E4C4E1A4FA.svs,40,0.2472,40.45307443365696,40x+,4,128519,96498
TCGA-BB-4217-01Z-00-DX1.E351C8DB-F6CB-4327-9FEC-B9001E70C913.svs,40,0.2525,39.603960396039604,40x+,4,101592,82432
TCGA-BB-7870-01Z-00-DX1.6b49c1c8-19c4-4e0c-b4b5-f7e9e1ba782c.svs,40,0.252,39.682539682539684,40x+,4,111272,54577
TCGA-BB-7871-01Z-00-DX1.c062435e-5f17-48d0-af06-dd0253ddcf75.svs,40,0.252,39.682539682539684,40x+,4,142927,56357
TCGA-BB-7872-01Z-00-DX1.0117273b-4be0-4f73-b408-88721fa52e67.svs,40,0.252,39.682539682539684,40x+,4,117987,86325
TCGA-BB-A6UO-01Z-00-DX1.11D049DC-EFC3-47EB-B390-A694BFD304A2.svs,40,0.2525,39.603960396039604,40x+,4,91632,53467
TCGA-BF-A1PU-01Z-00-DX1.CB0A52E3-16A9-46B2-BBE1-149A6CAAB9CF.svs,40,0.2525,39.603960396039604,40x+,3,47808,25080
TCGA-BF-AAP2-01Z-00-DX1.EFDAA5ED-1360-4D86-8515-BF57CA1E4B5A.svs,40,0.2525,39.603960396039604,40x+,3,37848,42585
TCGA-BH-A0BA-01Z-00-DX1.579E11C9-437C-4D49-8811-DD94D8454712.svs,40,0.2485,40.241448692152915,40x+,4,106292,89565
TCGA-BH-A0BC-01Z-00-DX1.7A91831D-9625-49FC-B783-C633F80F898C.svs,40,0.2485,40.241448692152915,40x+,4,103419,87795
TCGA-BH-A0DL-01Z-00-DX1.553F0021-1FC2-4675-810D-BBD9785D065E.svs,40,0.2505,39.920159680638726,40x+,4,109453,72670
TCGA-BH-A0DX-01Z-00-DX1.45C27E71-9A0A-400E-93A9-5CE7780F3C5E.svs,40,0.2505,39.920159680638726,40x+,4,142098,85231
TCGA-BH-A0EA-01Z-00-DX1.85FF2B48-2AF7-4C15-A7E6-FCA68CAB76C7.svs,40,0.2505,39.920159680638726,40x+,4,85450,65146
TCGA-BH-A0EB-01Z-00-DX1.70D7BBA0-214D-4D1A-933C-7CFCDA5416A3.svs,40,0.2485,40.241448692152915,40x+,4,136935,85556
TCGA-BH-A0GY-01Z-00-DX1.E1AEAA36-94FA-41ED-851F-7BB11DD3C06D.svs,40,0.2485,40.241448692152915,40x+,4,122571,83858
TCGA-BH-A0H3-01Z-00-DX1.C6D4DFB9-A4FA-40B2-90EF-75294CBC4523.svs,40,0.2505,39.920159680638726,40x+,4,113294,85043
TCGA-BH-A0HN-01Z-00-DX1.4997F641-C593-41F6-82ED-6A0E4EFA55F3.svs,40,0.2485,40.241448692152915,40x+,4,132147,78445
TCGA-BH-A0HO-01Z-00-DX1.D3D66547-F5D4-40F5-B737-2FECEEB35ACB.svs,40,0.2485,40.241448692152915,40x+,4,118740,93822
TCGA-BH-A0HQ-01Z-00-DX1.0921FCEF-20A2-4D4B-A198-91AF9F6C814C.svs,40,0.2485,40.241448692152915,40x+,4,115868,82108
TCGA-BH-A0W3-01Z-00-DX1.38DCA2B7-1A54-4FFA-BABA-29F80974BB17.svs,40,0.2485,40.241448692152915,40x+,4,130231,90954
TCGA-BH-A0W4-01Z-00-DX1.23E017DC-15CB-4838-AC91-CFB11B932AB0.svs,40,0.2485,40.241448692152915,40x+,4,126401,90976
TCGA-BH-A1F0-01Z-00-DX1.E1557A67-230A-4337-AEC8-158258A917FF.svs,40,0.2505,39.920159680638726,40x+,3,63368,47762
TCGA-BH-A1F2-01Z-00-DX1.17E2FD6F-0DCF-425B-864B-21ADCDAE734B.svs,40,0.2505,39.920159680638726,40x+,4,93131,81301
TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B.svs,40,0.2505,39.920159680638726,40x+,4,128656,88799
TCGA-BH-A1FB-01Z-00-DX1.9D778D1A-07F6-450D-B7AA-0E17B4D0A88C.svs,40,0.2505,39.920159680638726,40x+,4,136337,86760
TCGA-BH-A1FC-01Z-00-DX1.B816A21B-1559-42F5-902A-A1532E59C015.svs,40,0.2505,39.920159680638726,40x+,4,115214,69373
TCGA-BH-A1FJ-01Z-00-DX1.BCED4CEF-2B33-45BA-ABC7-29BEE818F4A3.svs,40,0.2505,39.920159680638726,40x+,4,141137,88770
TCGA-BH-A1FU-01Z-00-DX1.3D195750-8C9E-48C6-92EC-44AC6AB56267.svs,40,0.2485,40.241448692152915,40x+,4,59370,65354
TCGA-BH-A28O-01Z-00-DX1.B37603E3-BC80-4DDA-B44D-B5F794E3398E.svs,40,0.2468,40.51863857374392,40x+,4,111384,94738
TCGA-BH-A28Q-01Z-00-DX1.C6D1CA93-6B2A-4722-9270-5D56592D833D.svs,40,0.2468,40.51863857374392,40x+,4,132328,90547
TCGA-BH-A2L8-01Z-00-DX1.ACA51CA9-3C38-48A6-B4A9-C12FFAB9AB56.svs,40,0.2465,40.56795131845842,40x+,4,129472,84239
TCGA-BL-A13I-01Z-00-DX1.D08284EF-2E42-44FE-A3B9-BEF64076A86E.svs,40,0.2456,40.71661237785016,40x+,4,107576,87353
TCGA-BL-A13J-01Z-00-DX1.F2AFDD81-C88A-45EA-AC10-D9B38E878019.svs,40,0.2456,40.71661237785016,40x+,4,121856,65599
TCGA-BL-A13J-01Z-00-DX2.289B5C8E-56AF-440D-A844-36BD98B573AF.svs,40,0.2456,40.71661237785016,40x+,3,38080,23829
TCGA-BT-A0S7-01Z-00-DX1.32588823-EE4E-4F55-B586-29E8E9D98EDE.svs,40,0.2485,40.241448692152915,40x+,4,110122,91073
TCGA-BT-A2LA-01Z-00-DX1.B76379CE-99AB-4598-B55B-0FA800B8DB74.svs,40,0.2465,40.56795131845842,40x+,4,108528,94698
TCGA-BT-A3PJ-01Z-00-DX1.C730AD35-81DF-4758-97B5-1E9F58E67A2B.svs,40,0.2465,40.56795131845842,40x+,4,111384,72806
TCGA-BT-A42C-01Z-00-DX1.49949E15-B218-4E43-947C-5D73B87B1CA9.svs,40,0.2456,40.71661237785016,40x+,4,107576,73973
TCGA-C4-A0F7-01Z-00-DX1.606C3AFA-F93D-4226-AA49-41B5916F9018.svs,20,0.2325,43.01075268817204,40x+,4,37120,49920
TCGA-CK-5912-01Z-00-DX1.23a955f3-a1ed-4cb3-8e49-cbb3f789f3f5.svs,40,0.252,39.682539682539684,40x+,4,128538,84635
TCGA-CK-6746-01Z-00-DX1.0aae8eec-1e82-494b-8779-d79fea8bec0c.svs,40,0.252,39.682539682539684,40x+,4,81535,84249
TCGA-CK-6748-01Z-00-DX1.1dd76660-7858-470c-a27b-36586b788125.svs,40,0.252,39.682539682539684,40x+,4,102639,84426
TCGA-CK-6751-01Z-00-DX1.df9e123a-c44c-4cc5-82de-ba7c4dbcb444.svs,40,0.252,39.682539682539684,40x+,4,97843,48634
TCGA-CM-4744-01Z-00-DX1.527ead53-bd55-4321-adea-079bf5e2e8a5.svs,40,0.252,39.682539682539684,40x+,4,120865,87620
TCGA-CM-4750-01Z-00-DX1.250ea50f-3aae-4fcd-9ba9-25cf2115525f.svs,40,0.252,39.682539682539684,40x+,4,116068,84533
TCGA-CM-5863-01Z-00-DX1.2dceed07-9373-4103-be16-533dac9f283b.svs,40,0.252,39.682539682539684,40x+,4,113191,84510
TCGA-CM-6171-01Z-00-DX1.74d4391e-3dbc-4ad4-b188-3b11ac65e6d8.svs,40,0.252,39.682539682539684,40x+,4,160194,84897
TCGA-CM-6675-01Z-00-DX1.4f2301e2-2894-484d-8a52-7be902a9861b.svs,40,0.252,39.682539682539684,40x+,4,131416,84658
TCGA-CN-4733-01Z-00-DX1.03cccb3f-c551-450f-b00a-f808a237db0b.svs,40,0.252,39.682539682539684,40x+,3,55636,46003
TCGA-CN-4737-01Z-00-DX1.15951662-62c1-49e1-94ea-1f4ebad55507.svs,40,0.252,39.682539682539684,40x+,4,116068,68814
TCGA-CN-5355-01Z-00-DX1.8fb23e44-fc59-4191-b825-cc021807a338.svs,40,0.252,39.682539682539684,40x+,4,80576,31753
TCGA-CN-5361-01Z-00-DX1.719cf77b-0dd4-4419-be8f-0d3dadedd7cb.svs,40,0.252,39.682539682539684,40x+,4,123742,54170
TCGA-CN-5365-01Z-00-DX1.26a33bd0-1eb3-4774-8be6-bf8501f4a9f9.svs,40,0.252,39.682539682539684,40x+,4,175542,79448
TCGA-CN-5367-01Z-00-DX1.5b09e54e-4140-4709-bc60-e201f9a72b24.svs,40,0.252,39.682539682539684,40x+,4,117987,84548
